movie,rt_critic,rt_audience
Paranormal Activity: The Ghost Dimension,14,27
Strictly Ballroom,93,87
The Relic,36,34
The Assassination of Richard Nixon,67,69
Point of No Return,52,50
Kapitein Onderbroek,87,61
Yip Man 4,84,95
Autumn in New York,,
Destination Wedding,51,57
Black Christmas,16,37
Ice Princess,52,58
Baby Geniuses,2,24
Ghostland,56,56
The Perfect Host,45,55
Knight of Cups,47,37
The Vanishing,,
A Walk in the Woods,47,48
Gräns,92,69
Queen & Slim,83,92
A Guide to Recognizing Your Saints,75,73
The Truth About Cats & Dogs,85,56
Goodbye Christopher Robin,63,71
Spring,85,71
The Happytime Murders,23,40
