movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
Ed Wood,92.0,88.0,1994,127 min,"Biography, Comedy, Drama",7.8,70,165543
30 Days of Night,51.0,56.0,2007,113 min,"Action, Horror, Thriller",6.6,53,165514
The Danish Girl,66.0,72.0,2015,119 min,"Biography, Drama, Romance",7.1,66,165395
Deep Impact,45.0,43.0,1998,120 min,"Action, Drama, Romance",6.2,40,165377
Milk,93.0,89.0,2008,128 min,"Biography, Drama",7.5,84,165306
Madagascar 3: Europe's Most Wanted,78.0,72.0,2012,95 min,"Animation, Adventure, Comedy",6.8,60,164595
The Legend of Tarzan,36.0,58.0,2016,110 min,"Action, Adventure, Drama",6.2,44,164180
Space Jam,43.0,63.0,1996,88 min,"Animation, Adventure, Comedy",6.5,59,164117
The Day the Earth Stood Still,20.0,27.0,2008,104 min,"Drama, Sci-Fi, Thriller",5.5,40,163972
Valerian and the City of a Thousand Planets,47.0,53.0,2017,136 min,"Action, Adventure, Fantasy",6.5,51,163765
The Karate Kid,66.0,67.0,2010,140 min,"Action, Drama, Family",6.2,61,163652
Baywatch,18.0,69.0,2017,116 min,"Action, Comedy, Crime",5.5,37,163440
The Longest Yard,31.0,62.0,2005,113 min,"Comedy, Crime, Sport",6.4,48,163422
Army of Darkness,73.0,87.0,1992,81 min,"Comedy, Fantasy, Horror",7.5,59,163389
Need for Speed,22.0,57.0,2014,132 min,"Action, Thriller",6.4,39,163374
The Heat,66.0,71.0,2013,117 min,"Action, Comedy, Crime",6.6,60,163013
Alexander,16.0,35.0,2004,175 min,"Action, Biography, Drama",5.6,39,162966
He's Just Not That Into You,41.0,59.0,2009,129 min,"Comedy, Drama, Romance",6.4,47,162833
Cars 2,40.0,49.0,2011,106 min,"Animation, Adventure, Comedy",6.1,57,162705
Hot Tub Time Machine,63.0,56.0,2010,101 min,"Comedy, Sci-Fi",6.4,63,162638
Resident Evil: Afterlife,22.0,48.0,2010,96 min,"Action, Adventure, Horror",5.8,37,162536
Cinderella,83.0,78.0,2015,105 min,"Drama, Family, Fantasy",6.9,67,162084
Beowulf,71.0,50.0,2007,115 min,"Animation, Action, Adventure",6.2,59,162001
Extraction,67.0,69.0,2020,116 min,"Action, Thriller",6.7,56,161779
Extraction,67.0,69.0,2015,92 min,"Action, Thriller",4.1,25,10377
Extraction,6.0,17.0,2020,116 min,"Action, Thriller",6.7,56,161779
Extraction,6.0,17.0,2015,92 min,"Action, Thriller",4.1,25,10377
Sleepless in Seattle,75.0,75.0,1993,105 min,"Comedy, Drama, Romance",6.8,72,161689
Upgrade,88.0,87.0,2018,100 min,"Action, Sci-Fi, Thriller",7.5,67,161596
Hitman,16.0,57.0,2007,100 min,"Action, Crime, Thriller",6.3,35,161312
Immortals,46.0,48.0,2011,110 min,"Action, Drama, Fantasy",6.0,46,161280
Inferno,23.0,36.0,2016,121 min,"Action, Adventure, Crime",6.2,42,161094
Central Intelligence,71.0,62.0,2016,107 min,"Action, Comedy, Crime",6.3,52,160958
RED 2,44.0,63.0,2013,116 min,"Action, Adventure, Comedy",6.6,47,160898
Over the Hedge,75.0,71.0,2006,83 min,"Animation, Adventure, Comedy",6.7,67,160777
The Insider,96.0,90.0,1999,157 min,"Biography, Drama, Thriller",7.8,84,160739
Three Kings,94.0,77.0,1999,114 min,"Action, Adventure, Comedy",7.1,82,160633
Event Horizon,28.0,61.0,1997,96 min,"Horror, Sci-Fi, Thriller",6.7,35,160552
Point Break,70.0,79.0,1991,122 min,"Action, Crime, Thriller",7.3,58,160304
Point Break,70.0,79.0,2015,114 min,"Action, Adventure, Crime",5.4,34,58924
Point Break,11.0,29.0,1991,122 min,"Action, Crime, Thriller",7.3,58,160304
Point Break,11.0,29.0,2015,114 min,"Action, Adventure, Crime",5.4,34,58924
Legend,61.0,59.0,2015,132 min,"Biography, Crime, Drama",6.9,55,160120
Exodus: Gods and Kings,31.0,35.0,2014,150 min,"Action, Adventure, Drama",6.0,52,160104
Demolition Man,60.0,66.0,1993,115 min,"Action, Sci-Fi, Thriller",6.7,34,159991
Team America: World Police,77.0,80.0,2004,98 min,"Action, Comedy",7.2,64,159974
King Arthur,31.0,59.0,2004,126 min,"Action, Adventure, Drama",6.3,46,159967
American Made,86.0,78.0,2017,115 min,"Action, Comedy, Crime",7.2,65,159872
Horrible Bosses 2,35.0,47.0,2014,108 min,"Comedy, Crime",6.3,40,159323
The Hills Have Eyes,52.0,58.0,2006,107 min,"Action, Adventure, Horror",6.4,52,159268
What We Do in the Shadows,96.0,86.0,2014,86 min,"Comedy, Horror",7.7,76,158932
Road Trip,57.0,65.0,2000,93 min,Comedy,6.4,55,158733
Blades of Glory,70.0,68.0,2007,93 min,"Comedy, Sport",6.3,64,158673
X-Men: Dark Phoenix,22.0,64.0,2019,113 min,"Action, Adventure, Sci-Fi",5.7,43,158552
The Lovely Bones,32.0,52.0,2009,135 min,"Drama, Fantasy, Thriller",6.7,42,158515
Scream 2,81.0,57.0,1997,120 min,"Horror, Mystery",6.2,63,158444
Transporter 3,40.0,48.0,2008,104 min,"Action, Crime, Thriller",6.1,51,158181
Rise of the Guardians,75.0,80.0,2012,97 min,"Animation, Action, Adventure",7.3,58,158068
In the Name of the Father,94.0,95.0,1993,133 min,"Biography, Crime, Drama",8.1,84,158002
Lethal Weapon 3,60.0,61.0,1992,118 min,"Action, Crime, Thriller",6.7,40,157951
The Man in the Iron Mask,,74.0,1998,132 min,"Action, Adventure, Drama",6.5,48,157474
Evil Dead,63.0,63.0,2013,91 min,"Action, Adventure, Fantasy",6.5,57,157151
The Perfect Storm,47.0,64.0,2000,130 min,"Action, Adventure, Drama",6.4,59,156970
Michael Clayton,91.0,69.0,2007,119 min,"Crime, Drama, Mystery",7.2,82,156951
The Ghost Writer,84.0,70.0,2010,128 min,"Crime, Drama, Mystery",7.2,77,156781
Miss Peregrine's Home for Peculiar Children,64.0,60.0,2016,127 min,"Adventure, Drama, Family",6.7,57,156750
The Master,84.0,61.0,2012,138 min,Drama,7.2,86,156648
Insidious: Chapter 2,39.0,57.0,2013,106 min,"Horror, Mystery, Thriller",6.6,40,156226
"Definitely, Maybe",70.0,72.0,2008,112 min,"Comedy, Drama, Romance",7.1,59,156206
The Age of Adaline,54.0,67.0,2015,112 min,"Drama, Fantasy, Romance",7.2,51,156105
The Bone Collector,29.0,63.0,1999,118 min,"Crime, Drama, Mystery",6.7,45,155694
The Green Hornet,44.0,43.0,2011,119 min,"Action, Comedy, Crime",5.8,39,155522
Steve Jobs,85.0,73.0,2015,122 min,"Biography, Drama",7.2,82,155410
27 Dresses,41.0,57.0,2008,111 min,"Comedy, Romance",6.1,47,154847
The Chronicles of Riddick: Rule the Dark,,,2013,119 min,"Action, Adventure, Sci-Fi",6.4,49,154800
Letters from Iwo Jima,91.0,86.0,2006,141 min,"Action, Adventure, Drama",7.9,89,154501
Once Upon a Time in Mexico,66.0,64.0,2003,102 min,"Action, Crime, Thriller",6.4,56,154234
Hard Candy,67.0,78.0,2005,104 min,"Drama, Thriller",7.1,58,154138
Rush Hour 3,18.0,63.0,2007,91 min,"Action, Comedy, Crime",6.2,44,154122
Lethal Weapon 4,53.0,64.0,1998,127 min,"Action, Crime, Thriller",6.7,37,153993
The Cable Guy,53.0,51.0,1996,96 min,"Comedy, Drama, Thriller",6.1,56,153872
The Sorcerer's Apprentice,40.0,53.0,2010,109 min,"Action, Adventure, Family",6.1,46,153768
Wild Wild West,17.0,28.0,1999,106 min,"Action, Comedy, Sci-Fi",5.0,38,153608
The Last Airbender,5.0,30.0,2010,103 min,"Action, Adventure, Family",4.0,20,153474
Sin City: A Dame to Kill For,43.0,44.0,2014,102 min,"Action, Crime, Thriller",6.5,46,153234
Deepwater Horizon,83.0,82.0,2016,107 min,"Action, Drama, History",7.1,68,153171
Date Night,66.0,55.0,2010,88 min,"Comedy, Crime, Romance",6.3,56,153024
Final Destination 2,48.0,58.0,2003,90 min,"Horror, Thriller",6.2,38,152997
Saving Mr. Banks,,,2013,125 min,"Biography, Comedy, Drama",7.5,65,152988
Flightplan,37.0,48.0,2005,98 min,"Drama, Mystery, Thriller",6.3,53,152899
Adventureland,89.0,61.0,2009,107 min,"Comedy, Drama, Romance",6.8,76,152601
The Meg,45.0,42.0,2018,113 min,"Action, Horror, Sci-Fi",5.6,46,152303
Terminator: Dark Fate,70.0,82.0,2019,128 min,"Action, Adventure, Sci-Fi",6.2,54,152093
Incendies,92.0,92.0,2010,131 min,"Drama, Mystery, War",8.3,80,152030
The Last of the Mohicans,93.0,88.0,1992,112 min,"Action, Adventure, Drama",7.7,76,151958
Underworld: Rise of the Lycans,29.0,63.0,2009,92 min,"Action, Fantasy, Thriller",6.6,44,151777
The Mummy: Tomb of the Dragon Emperor,12.0,30.0,2008,112 min,"Action, Adventure, Fantasy",5.2,31,151559
The Mechanic,53.0,51.0,2011,93 min,"Action, Crime, Thriller",6.6,49,151442
Unbroken,51.0,70.0,2014,137 min,"Action, Biography, Drama",7.2,59,150767
Invictus,76.0,75.0,2009,134 min,"Biography, Drama, History",7.3,74,150618
Galaxy Quest,90.0,79.0,1999,102 min,"Adventure, Comedy, Sci-Fi",7.3,70,150585
Buried,87.0,65.0,2010,95 min,"Drama, Mystery, Thriller",7.0,65,150502
Legends of the Fall,58.0,87.0,1994,133 min,"Drama, Romance, War",7.6,45,150411
Scary Movie 2,15.0,52.0,2001,83 min,Comedy,5.3,29,150273
Next,28.0,53.0,2007,96 min,"Action, Sci-Fi, Thriller",6.2,42,150224
The Punisher,28.0,63.0,2004,124 min,"Action, Crime, Drama",6.4,33,150158
The Waterboy,34.0,71.0,1998,90 min,"Comedy, Sport",6.2,41,149748
Johnny English,33.0,50.0,2003,89 min,"Action, Adventure, Comedy",6.2,51,149319
Abraham Lincoln: Vampire Hunter,34.0,50.0,2012,105 min,"Action, Fantasy, Horror",5.9,42,149230
Jay and Silent Bob Strike Back,53.0,75.0,2001,104 min,Comedy,6.8,51,148804
Punch-Drunk Love,79.0,77.0,2002,95 min,"Comedy, Drama, Romance",7.3,78,148765
Monsters vs. Aliens,73.0,59.0,2009,94 min,"Animation, Action, Adventure",6.4,56,147978
War Horse,74.0,74.0,2011,146 min,"Action, Adventure, Drama",7.2,72,147811
Marley & Me,62.0,75.0,2008,111 min,"Comedy, Drama, Family",7.1,53,147645
Predator 2,30.0,44.0,1990,108 min,"Action, Horror, Sci-Fi",6.3,46,147623
From Hell,57.0,66.0,2001,122 min,"Horror, Mystery, Thriller",6.8,54,147520
Little Women,95.0,92.0,2019,135 min,"Drama, Romance",7.8,91,147496
Little Women,95.0,92.0,1994,115 min,"Drama, Family, Romance",7.3,87,52706
Little Women,95.0,92.0,2018,112 min,"Drama, Family",5.2,40,1113
Little Women,92.0,84.0,2019,135 min,"Drama, Romance",7.8,91,147496
Little Women,92.0,84.0,1994,115 min,"Drama, Family, Romance",7.3,87,52706
Little Women,92.0,84.0,2018,112 min,"Drama, Family",5.2,40,1113
Little Women,30.0,69.0,2019,135 min,"Drama, Romance",7.8,91,147496
Little Women,30.0,69.0,1994,115 min,"Drama, Family, Romance",7.3,87,52706
Little Women,30.0,69.0,2018,112 min,"Drama, Family",5.2,40,1113
The Lighthouse,90.0,72.0,2019,109 min,"Drama, Fantasy, Horror",7.5,83,147212
Doctor Sleep,78.0,89.0,2019,152 min,"Drama, Fantasy, Horror",7.3,59,147096
Doctor Sleep,78.0,89.0,2002,108 min,"Crime, Horror, Mystery",6.1,45,2995
Doctor Sleep,,,2019,152 min,"Drama, Fantasy, Horror",7.3,59,147096
Doctor Sleep,,,2002,108 min,"Crime, Horror, Mystery",6.1,45,2995
Idiocracy,74.0,60.0,2006,84 min,"Adventure, Comedy, Sci-Fi",6.6,66,146832
Antz,92.0,52.0,1998,83 min,"Animation, Adventure, Comedy",6.5,72,146741
47 Ronin,16.0,48.0,2013,128 min,"Action, Drama, Fantasy",6.3,28,146461
London Has Fallen,28.0,51.0,2016,99 min,"Action, Thriller",5.9,28,146441
Underworld: Awakening,26.0,62.0,2012,88 min,"Action, Fantasy, Horror",6.4,39,146435
She's the Man,43.0,79.0,2006,105 min,"Comedy, Romance, Sport",6.3,45,146386
Spy Game,66.0,75.0,2001,126 min,"Action, Crime, Thriller",7.1,63,146328
Analyze This,69.0,62.0,1999,103 min,"Comedy, Crime",6.7,61,146290
Rampage: Big Meets Bigger,51.0,73.0,2018,107 min,"Action, Adventure, Sci-Fi",6.1,45,145645
Man on a Ledge,32.0,52.0,2012,102 min,"Action, Crime, Thriller",6.6,40,145289
Puss in Boots,86.0,67.0,2011,90 min,"Animation, Action, Adventure",6.6,65,145250
Vantage Point,34.0,57.0,2008,90 min,"Action, Crime, Drama",6.6,40,145018
The Spectacular Now,91.0,76.0,2013,95 min,"Comedy, Drama, Romance",7.1,82,144966
The Virgin Suicides,77.0,81.0,1999,97 min,"Drama, Romance",7.2,76,144891
Molly's Game,81.0,84.0,2017,140 min,"Biography, Crime, Drama",7.4,71,144870
Wayne's World,78.0,84.0,1992,94 min,"Comedy, Music",7.0,57,144822
Shoot 'Em Up,67.0,65.0,2007,86 min,"Action, Thriller",6.7,49,144602
The Imaginarium of Doctor Parnassus,64.0,60.0,2009,123 min,"Adventure, Comedy, Fantasy",6.8,65,144601
Begin Again,83.0,81.0,2013,104 min,"Comedy, Drama, Music",7.4,62,144328
Brüno,,,2009,81 min,Comedy,5.8,54,144167
Wonder,85.0,88.0,2017,113 min,"Drama, Family",8.0,66,144135
Crazy Rich Asians,91.0,76.0,2018,120 min,"Comedy, Drama, Romance",6.9,74,144123
Mr. Brooks,55.0,76.0,2007,120 min,"Crime, Drama, Thriller",7.3,45,144019
Pandorum,29.0,49.0,2009,108 min,"Action, Horror, Mystery",6.7,28,144017
Bridge to Terabithia,85.0,70.0,2007,96 min,"Drama, Family, Fantasy",7.1,74,143981
Bee Movie,49.0,53.0,2007,91 min,"Animation, Adventure, Comedy",6.1,54,143831
The Drop,89.0,76.0,2014,106 min,"Crime, Drama, Thriller",7.1,69,143597
I Am Sam,35.0,86.0,2001,132 min,Drama,7.7,28,143382
Pitch Perfect 2,65.0,64.0,2015,115 min,"Comedy, Music",6.4,63,143111
De klokkenluider van de Notre Dame,71.0,70.0,1996,91 min,"Animation, Drama, Family",6.9,74,143071
JFK,84.0,88.0,1991,189 min,"Drama, History, Thriller",8.0,72,142971
Allied,61.0,64.0,2016,124 min,"Action, Drama, Romance",7.1,60,142764
Before Midnight,98.0,82.0,2013,109 min,"Drama, Romance",7.9,94,142704
Rounders,65.0,87.0,1998,121 min,"Crime, Drama",7.3,54,142668
The Chronicles of Narnia: The Voyage of the Dawn Treader,50.0,58.0,2010,113 min,"Adventure, Family, Fantasy",6.3,53,142594
Hooligans,47.0,87.0,2005,109 min,"Crime, Drama, Sport",7.5,55,142417
Searching,92.0,87.0,2018,102 min,"Drama, Mystery, Thriller",7.6,71,142373
Salinui chueok,,,2003,131 min,"Crime, Drama, Mystery",8.1,82,142361
Zombieland: Double Tap,69.0,88.0,2019,99 min,"Action, Adventure, Comedy",6.7,55,142359
Annabelle,29.0,36.0,2014,99 min,"Horror, Mystery, Thriller",5.4,37,142085
Roma,95.0,72.0,2018,135 min,Drama,7.7,96,141906
6 Underground,37.0,60.0,2019,128 min,"Action, Thriller",6.1,41,141716
Grown Ups 2,8.0,53.0,2013,101 min,Comedy,5.4,19,141524
The Gift,91.0,75.0,2015,108 min,"Drama, Mystery, Thriller",7.0,77,141494
The Gift,91.0,75.0,2000,112 min,"Drama, Fantasy, Horror",6.6,62,63991
The Gift,57.0,55.0,2015,108 min,"Drama, Mystery, Thriller",7.0,77,141494
The Gift,57.0,55.0,2000,112 min,"Drama, Fantasy, Horror",6.6,62,63991
I Now Pronounce You Chuck & Larry,15.0,69.0,2007,115 min,"Comedy, Romance",5.9,37,141442
Isle of Dogs,90.0,87.0,2018,101 min,"Animation, Adventure, Comedy",7.9,82,141242
Crank: High Voltage,64.0,49.0,2009,96 min,"Action, Crime, Thriller",6.2,41,141213
Rocketman,89.0,88.0,2019,121 min,"Biography, Drama, Music",7.3,69,141163
The Lake House,35.0,73.0,2006,99 min,"Drama, Fantasy, Romance",6.8,52,141118
The Time Traveler's Wife,38.0,59.0,2009,107 min,"Drama, Fantasy, Romance",7.1,47,141073
The Way Way Back,83.0,84.0,2013,103 min,"Comedy, Drama",7.4,68,140922
Inside Llewyn Davis,92.0,74.0,2013,104 min,"Comedy, Drama, Music",7.5,93,140829
Bumblebee,91.0,74.0,2018,114 min,"Action, Adventure, Sci-Fi",6.8,66,140798
Saw IV,19.0,62.0,2007,93 min,"Crime, Horror, Mystery",5.9,36,140784
Four Weddings and a Funeral,96.0,74.0,1994,117 min,"Comedy, Drama, Romance",7.1,81,140687
Cold Mountain,70.0,77.0,2003,154 min,"Adventure, Drama, History",7.2,73,140475
Jack Reacher: Never Go Back,38.0,42.0,2016,118 min,"Action, Thriller",6.1,47,140128
One Day,,,2011,107 min,"Drama, Romance",7.0,48,140107
Godzilla II: King of the Monsters,42.0,83.0,2019,132 min,"Action, Adventure, Fantasy",6.0,48,140019
State of Play,84.0,73.0,2009,127 min,"Crime, Drama, Mystery",7.1,64,139877
Evan Almighty,23.0,52.0,2007,96 min,"Comedy, Family, Fantasy",5.4,37,139790
Pokémon: Detective Pikachu,67.0,79.0,2019,104 min,"Action, Adventure, Comedy",6.6,53,139734
Frozen II,78.0,92.0,2019,103 min,"Animation, Adventure, Comedy",6.9,64,139711
Dear John,28.0,55.0,2010,108 min,"Drama, Romance, War",6.3,43,139681
La vie d'Adèle,89.0,85.0,2013,180 min,"Drama, Romance",7.7,89,139651
The Disaster Artist,91.0,85.0,2017,104 min,"Biography, Comedy, Drama",7.4,76,139454
Snowden,61.0,70.0,2016,134 min,"Biography, Crime, Drama",7.3,58,139381
The Purge: Anarchy,57.0,56.0,2014,103 min,"Action, Horror, Sci-Fi",6.4,50,139234
We Need to Talk About Kevin,75.0,78.0,2011,112 min,"Drama, Mystery, Thriller",7.5,68,139177
Ray,79.0,87.0,2004,152 min,"Biography, Drama, Music",7.7,73,139146
The Grudge,40.0,46.0,2004,91 min,"Horror, Mystery, Thriller",5.9,49,139123
The Grudge,40.0,46.0,2020,94 min,"Fantasy, Horror, Mystery",4.3,41,20775
Remember Me,27.0,69.0,2010,113 min,"Drama, Romance",7.1,40,138904
Lars and the Real Girl,81.0,84.0,2007,106 min,"Comedy, Drama, Romance",7.3,70,138868
Defiance,58.0,72.0,2008,137 min,"Action, Drama, History",7.2,58,138827
Starsky & Hutch,62.0,49.0,2004,101 min,"Comedy, Crime",6.1,55,138822
Smokin' Aces,,,2006,109 min,"Action, Comedy, Crime",6.7,45,138741
S.W.A.T.,48.0,52.0,2003,117 min,"Action, Adventure, Crime",6.0,45,138733
Dogville,70.0,89.0,2003,178 min,"Crime, Drama",8.0,60,138707
Good Bye Lenin!,90.0,93.0,2003,121 min,"Comedy, Drama, Romance",7.7,68,138538
Memoirs of a Geisha,35.0,83.0,2005,145 min,"Drama, Romance",7.4,54,138531
Scary Movie 3,35.0,54.0,2003,84 min,Comedy,5.5,49,138078
The Addams Family,64.0,66.0,1991,99 min,"Comedy, Fantasy",6.9,57,137884
The Addams Family,64.0,66.0,2019,86 min,"Animation, Comedy, Family",5.8,46,29238
The Addams Family,44.0,69.0,1991,99 min,"Comedy, Fantasy",6.9,57,137884
The Addams Family,44.0,69.0,2019,86 min,"Animation, Comedy, Family",5.8,46,29238
The Post,88.0,73.0,2017,116 min,Drama,7.2,83,137702
Never Let Me Go,70.0,70.0,2010,103 min,"Drama, Romance, Sci-Fi",7.1,69,137697
Thelma & Louise,85.0,82.0,1991,130 min,"Adventure, Crime, Drama",7.5,88,137679
Last Action Hero,38.0,47.0,1993,130 min,"Action, Adventure, Comedy",6.4,44,137542
Kindergarten Cop,51.0,52.0,1990,111 min,"Action, Comedy, Crime",6.2,61,137372
Monster,81.0,81.0,2003,109 min,"Biography, Crime, Drama",7.3,74,137324
Locke,90.0,72.0,2013,85 min,Drama,7.1,81,137142
Mr. Deeds,21.0,59.0,2002,96 min,"Comedy, Romance",5.8,24,136930
Transformers: The Last Knight,15.0,43.0,2017,154 min,"Action, Adventure, Sci-Fi",5.2,27,136574
Winter's Bone,94.0,76.0,2010,100 min,"Adventure, Drama, Mystery",7.1,90,136472
It's Kind of a Funny Story,58.0,65.0,2010,101 min,"Comedy, Drama, Romance",7.1,63,136400
Spring Breakers,67.0,38.0,2012,94 min,"Crime, Drama",5.3,63,136376
Bad Santa,78.0,75.0,2003,92 min,"Comedy, Crime, Drama",7.0,70,135989
Fun with Dick and Jane,29.0,49.0,2005,90 min,"Comedy, Crime",6.2,47,135941
Kung Fu Panda 3,87.0,78.0,2016,95 min,"Animation, Action, Adventure",7.1,66,135873
The Wedding Singer,69.0,80.0,1998,97 min,"Comedy, Music, Romance",6.8,59,135763
We Bought a Zoo,64.0,71.0,2011,124 min,"Comedy, Drama, Family",7.1,58,135588
The Equalizer 2,51.0,60.0,2018,121 min,"Action, Crime, Thriller",6.7,50,135484
Four Brothers,52.0,80.0,2005,109 min,"Action, Crime, Drama",6.8,49,135414
Sing,72.0,72.0,2016,108 min,"Animation, Comedy, Family",7.1,59,135237
Foxcatcher,87.0,66.0,2014,134 min,"Biography, Drama, History",7.0,81,135080
Devil,50.0,43.0,2010,80 min,"Horror, Mystery, Thriller",6.2,44,134908
Tower Heist,68.0,48.0,2011,104 min,"Action, Comedy, Crime",6.2,59,134838
"Dude, Where's My Car?",17.0,47.0,2000,83 min,"Comedy, Mystery, Sci-Fi",5.5,30,134806
A Serious Man,89.0,68.0,2009,106 min,"Comedy, Drama",7.0,84,134676
Killing Them Softly,73.0,44.0,2012,97 min,"Crime, Drama, Thriller",6.2,64,134480
I Know What You Did Last Summer,43.0,40.0,1997,101 min,"Horror, Mystery",5.7,52,134272
A Time to Kill,67.0,85.0,1996,149 min,"Crime, Drama, Thriller",7.5,54,133932
9,57.0,56.0,2009,79 min,"Animation, Action, Adventure",7.1,60,133912
Ralph Breaks the Internet,88.0,65.0,2018,112 min,"Animation, Adventure, Comedy",7.0,71,133852
Carrie,50.0,44.0,2013,100 min,"Drama, Horror",5.9,53,133843
Robots,64.0,53.0,2005,91 min,"Animation, Adventure, Comedy",6.3,64,133757
The Last Stand,61.0,53.0,2013,107 min,"Action, Thriller",6.3,54,133615
Resident Evil: Retribution,28.0,51.0,2012,95 min,"Action, Horror, Sci-Fi",5.4,39,133509
The Constant Gardener,84.0,82.0,2005,129 min,"Drama, Mystery, Romance",7.4,82,133278
Into the Woods,71.0,49.0,2014,125 min,"Adventure, Comedy, Drama",5.9,69,133273
Snakes on a Plane,69.0,49.0,2006,105 min,"Action, Adventure, Crime",5.4,58,132869
Logan Lucky,92.0,76.0,2017,118 min,"Comedy, Crime, Drama",7.0,78,132780
Pixels,17.0,46.0,2015,105 min,"Action, Comedy, Fantasy",5.5,27,132750
Bad Boys for Life,77.0,96.0,2020,124 min,"Action, Comedy, Crime",6.6,59,132645
Chasing Amy,87.0,83.0,1997,113 min,"Comedy, Drama, Romance",7.2,71,132580
Jack the Giant Slayer,52.0,55.0,2013,114 min,"Adventure, Comedy, Family",6.2,51,132301
Brooklyn,97.0,87.0,2015,117 min,"Drama, Romance",7.5,88,132178
Billy Madison,42.0,79.0,1995,89 min,Comedy,6.4,16,132163
Lost Highway,61.0,87.0,1997,134 min,"Mystery, Thriller",7.6,52,132082
White Chicks,15.0,55.0,2004,109 min,"Comedy, Crime",5.6,41,132057
The Lego Batman Movie,90.0,80.0,2017,104 min,"Animation, Action, Comedy",7.3,75,131996
Payback,55.0,69.0,1999,100 min,"Action, Crime, Drama",7.1,46,131970
Magic Mike,79.0,60.0,2012,110 min,"Comedy, Drama",6.1,72,131929
The Other Woman,26.0,57.0,2014,109 min,"Comedy, Romance",6.0,39,131496
Final Destination 3,43.0,57.0,2006,93 min,"Action, Crime, Horror",5.8,41,131482
The Negotiator,74.0,79.0,1998,140 min,"Action, Crime, Drama",7.3,62,131214
Harold & Kumar Escape from Guantanamo Bay,52.0,60.0,2008,114 min,"Adventure, Comedy",6.6,57,131123
Crimson Peak,72.0,55.0,2015,119 min,"Drama, Fantasy, Horror",6.5,66,131081
The Scorpion King,41.0,38.0,2002,92 min,"Action, Adventure, Fantasy",5.5,45,131024
A Simple Favor,84.0,73.0,2018,117 min,"Comedy, Crime, Mystery",6.8,67,130953
We Were Soldiers,63.0,84.0,2002,138 min,"Action, Drama, History",7.2,65,130910
Matilda,90.0,73.0,1996,98 min,"Comedy, Family, Fantasy",6.9,72,130799
My Best Friend's Wedding,73.0,73.0,1997,105 min,"Comedy, Drama, Romance",6.3,50,130730
The Texas Chainsaw Massacre,37.0,58.0,2003,98 min,"Crime, Horror",6.2,38,130717
Under the Skin,84.0,55.0,2013,108 min,"Drama, Horror, Sci-Fi",6.3,80,130710
Lara Croft Tomb Raider: The Cradle of Life,24.0,44.0,2003,117 min,"Action, Adventure, Fantasy",5.6,43,130562
